device,date,hour,power,current,voltage,energy,isOn
fan,12/2/2025,13,2.85,0.48,0.18,0.00674,True
fan,12/2/2025,14,2.09,0.19,0.6,0.00297,True
fan,12/2/2025,15,3.02,0.36,0.21,0.00244,True
fan,12/2/2025,16,1.51,0.24,0.08,0.00648,True
fan,12/2/2025,17,2.8,0.14,1.99,0.00922,True
fan,12/2/2025,18,0.44,0.19,1.48,0.00179,True
fan,12/2/2025,19,2.17,0.17,0.9,0.00497,True
fan,12/2/2025,20,4.11,0.36,0.27,0.00165,True
fan,12/2/2025,21,3.2,0.32,1.91,0.00047,True
fan,12/2/2025,22,1.24,0.34,0.14,0.00623,True
fan,12/2/2025,23,0.84,0.45,1.98,0.00422,True
fan,12/1/2025,0,0.5,0.07,1.08,0.00826,True
fan,12/1/2025,1,0.26,0.42,2.0,0.00482,True
fan,12/1/2025,2,0.26,0.32,1.99,0.00336,True
fan,12/1/2025,3,0.97,0.15,1.51,0.00306,True
fan,12/1/2025,4,4.04,0.2,0.34,0.00477,True
fan,12/1/2025,5,1.32,0.22,0.24,0.00826,True
fan,12/1/2025,6,1.07,0.13,0.22,0.00512,True
fan,12/1/2025,7,2.68,0.13,0.91,0.00186,True
fan,12/1/2025,8,3.27,0.42,1.88,0.004,True
fan,12/1/2025,9,0.65,0.31,0.71,0.00283,True
fan,12/1/2025,10,3.83,0.13,0.77,0.0066,True
fan,12/1/2025,11,1.53,0.03,0.68,0.00234,True
fan,12/1/2025,12,3.53,0.45,0.59,0.00594,True
fan,12/1/2025,13,4.48,0.13,1.54,0.00205,True
fan,12/1/2025,14,1.83,0.28,0.86,0.00027,True
fan,12/1/2025,15,5.0,0.2,1.54,0.00802,True
fan,12/1/2025,16,1.49,0.23,0.5,0.0064,True
fan,12/1/2025,17,3.73,0.13,1.71,0.00311,True
fan,12/1/2025,18,3.56,0.17,0.9,0.00471,True
fan,12/1/2025,19,3.75,0.11,1.09,0.00296,True
fan,12/1/2025,20,1.62,0.4,0.77,0.00692,True
fan,12/1/2025,21,4.92,0.06,0.78,0.00364,True
fan,12/1/2025,22,4.02,0.41,1.34,0.00892,True
fan,12/1/2025,23,3.43,0.44,0.66,0.00729,True
fan,11/30/2025,0,4.58,0.49,1.24,0.00603,True
fan,11/30/2025,1,3.56,0.1,1.07,0.00857,True
fan,11/30/2025,2,2.95,0.47,1.89,0.00611,True
fan,11/30/2025,3,2.8,0.19,0.47,0.00224,True
fan,11/30/2025,4,0.2,0.1,0.49,0.00126,True
fan,11/30/2025,5,3.64,0.46,0.71,0.0006,True
fan,11/30/2025,6,2.24,0.33,1.38,0.00909,True
fan,11/30/2025,7,1.24,0.21,1.59,0.00258,True
fan,11/30/2025,8,3.11,0.1,1.69,0.001,True
fan,11/30/2025,9,1.62,0.06,1.27,0.00741,True
fan,11/30/2025,10,3.0,0.03,0.44,0.00628,True
fan,11/30/2025,11,0.98,0.15,0.27,0.00667,True
fan,11/30/2025,12,3.33,0.03,0.62,0.00831,True
fan,11/30/2025,13,2.44,0.49,0.76,0.00969,True
fan,11/30/2025,14,4.02,0.45,1.56,9e-05,True
fan,11/30/2025,15,1.75,0.03,0.03,0.00156,True
fan,11/30/2025,16,0.5,0.04,1.66,0.00454,True
fan,11/30/2025,17,4.15,0.25,0.29,0.00099,True
fan,11/30/2025,18,4.44,0.25,1.98,0.00098,True
fan,11/30/2025,19,0.68,0.19,1.94,0.00558,True
fan,11/30/2025,20,2.09,0.26,0.79,0.00384,True
fan,11/30/2025,21,0.68,0.18,2.0,0.00025,True
fan,11/30/2025,22,1.67,0.24,1.1,0.001,True
fan,11/30/2025,23,1.35,0.42,1.41,0.00707,True
fan,11/29/2025,0,0.4,0.08,1.27,0.00816,True
fan,11/29/2025,1,4.01,0.06,0.59,0.00555,True
fan,11/29/2025,2,1.54,0.0,1.26,0.00403,True
fan,11/29/2025,3,3.54,0.36,0.94,0.00344,True
fan,11/29/2025,4,2.73,0.04,0.76,0.00963,True
fan,11/29/2025,5,4.03,0.17,1.95,0.00559,True
fan,11/29/2025,6,0.74,0.03,1.04,0.00871,True
fan,11/29/2025,7,0.05,0.21,0.46,0.00792,True
fan,11/29/2025,8,4.74,0.19,1.74,0.00991,True
fan,11/29/2025,9,0.29,0.3,0.34,0.00514,True
fan,11/29/2025,10,1.53,0.01,0.21,0.00754,True
fan,11/29/2025,11,2.3,0.46,0.7,0.00376,True
fan,11/29/2025,12,2.84,0.38,1.8,0.00394,True
fan,11/29/2025,13,1.44,0.49,0.54,0.00392,True
fan,11/29/2025,14,0.01,0.11,0.98,0.00341,True
fan,11/29/2025,15,3.55,0.25,1.55,0.00304,True
fan,11/29/2025,16,4.54,0.28,0.34,0.00368,True
fan,11/29/2025,17,3.2,0.46,1.91,0.00358,True
fan,11/29/2025,18,1.48,0.27,1.24,0.00597,True
fan,11/29/2025,19,0.94,0.01,1.86,0.00321,True
fan,11/29/2025,20,0.22,0.03,1.16,0.00461,True
fan,11/29/2025,21,1.78,0.03,0.07,0.00661,True
fan,11/29/2025,22,1.03,0.37,0.82,0.00015,True
fan,11/29/2025,23,3.79,0.13,0.46,0.00156,True
fan,11/28/2025,0,3.73,0.03,1.43,0.00807,True
fan,11/28/2025,1,3.3,0.11,0.21,0.00057,True
fan,11/28/2025,2,2.02,0.21,1.66,0.00622,True
fan,11/28/2025,3,4.66,0.17,0.45,0.00688,True
fan,11/28/2025,4,0.06,0.03,0.9,0.00494,True
fan,11/28/2025,5,0.25,0.41,1.78,0.00433,True
fan,11/28/2025,6,1.79,0.48,1.88,0.0093,True
fan,11/28/2025,7,1.47,0.17,1.15,0.00853,True
fan,11/28/2025,8,3.31,0.18,0.43,0.00109,True
fan,11/28/2025,9,2.9,0.34,1.47,0.00618,True
fan,11/28/2025,10,0.45,0.14,0.43,0.00018,True
fan,11/28/2025,11,0.09,0.15,1.32,0.00903,True
fan,11/28/2025,12,0.2,0.02,0.13,0.00419,True
fan,11/28/2025,13,4.54,0.38,0.03,0.00903,True
fan,11/28/2025,14,3.92,0.12,0.41,0.00219,True
fan,11/28/2025,15,4.87,0.14,1.75,0.0054,True
fan,11/28/2025,16,4.15,0.43,0.37,0.00207,True
fan,11/28/2025,17,1.6,0.27,1.95,0.00808,True
fan,11/28/2025,18,4.46,0.09,1.19,0.0042,True
fan,11/28/2025,19,0.51,0.42,1.02,0.00296,True
fan,11/28/2025,20,4.52,0.17,0.44,0.00532,True
fan,11/28/2025,21,2.99,0.06,0.76,0.00036,True
fan,11/28/2025,22,4.66,0.02,1.62,0.00883,True
fan,11/28/2025,23,2.12,0.18,0.03,0.00339,True
fan,11/27/2025,0,3.05,0.07,1.17,0.00027,True
fan,11/27/2025,1,2.95,0.23,1.03,0.00631,True
fan,11/27/2025,2,0.39,0.41,0.98,0.003,True
fan,11/27/2025,3,1.2,0.13,1.92,0.00755,True
fan,11/27/2025,4,2.67,0.45,1.21,0.00981,True
fan,11/27/2025,5,0.46,0.25,1.04,0.00694,True
fan,11/27/2025,6,1.75,0.49,1.19,0.00663,True
fan,11/27/2025,7,3.77,0.07,0.12,0.00912,True
fan,11/27/2025,8,3.85,0.08,0.68,0.00646,True
fan,11/27/2025,9,0.63,0.03,0.49,0.00182,True
fan,11/27/2025,10,4.09,0.12,0.92,0.00488,True
fan,11/27/2025,11,3.92,0.06,1.98,0.00282,True
fan,11/27/2025,12,4.33,0.19,0.3,0.00042,True
fan,11/27/2025,13,4.58,0.11,0.28,0.00833,True
fan,11/27/2025,14,4.22,0.34,0.5,0.00217,True
fan,11/27/2025,15,0.38,0.46,1.78,0.00883,True
fan,11/27/2025,16,2.74,0.08,0.98,0.00577,True
fan,11/27/2025,17,2.22,0.03,1.5,0.0066,True
fan,11/27/2025,18,1.71,0.41,0.96,0.00182,True
fan,11/27/2025,19,0.4,0.29,0.51,0.00909,True
fan,11/27/2025,20,4.83,0.03,1.17,0.00539,True
fan,11/27/2025,21,2.93,0.14,1.58,0.0051,True
fan,11/27/2025,22,2.17,0.0,0.1,0.0012,True
fan,11/27/2025,23,1.55,0.29,0.71,0.00766,True
fan,11/26/2025,0,3.04,0.33,0.68,0.0048,True
fan,11/26/2025,1,2.88,0.23,1.51,0.00216,True
fan,11/26/2025,2,1.78,0.4,0.04,0.00537,True
fan,11/26/2025,3,1.77,0.28,1.2,0.00604,True
fan,11/26/2025,4,3.53,0.37,1.01,0.00858,True
fan,11/26/2025,5,1.63,0.05,0.76,0.00864,True
fan,11/26/2025,6,2.13,0.48,0.06,0.00182,True
fan,11/26/2025,7,1.17,0.4,0.17,0.00962,True
fan,11/26/2025,8,3.02,0.28,0.78,0.00528,True
fan,11/26/2025,9,3.69,0.02,1.52,0.00652,True
fan,11/26/2025,10,3.69,0.17,1.81,0.00746,True
fan,11/26/2025,11,3.15,0.0,1.69,0.00315,True
fan,11/26/2025,12,2.74,0.3,1.19,0.00714,True
fan,11/26/2025,13,1.94,0.29,1.0,0.00626,True
fan,11/26/2025,14,1.99,0.15,0.76,0.00623,True
fan,11/26/2025,15,0.62,0.02,0.12,0.00227,True
fan,11/26/2025,16,4.82,0.1,0.44,0.00522,True
fan,11/26/2025,17,4.94,0.45,1.95,0.00996,True
fan,11/26/2025,18,4.3,0.1,1.97,0.00897,True
fan,11/26/2025,19,4.8,0.16,1.98,0.00576,True
fan,11/26/2025,20,0.34,0.1,2.0,0.00406,True
fan,11/26/2025,21,3.73,0.49,0.83,0.00017,True
fan,11/26/2025,22,4.8,0.09,1.61,0.00283,True
fan,11/26/2025,23,0.58,0.16,1.65,0.00394,True
fan,11/25/2025,0,4.31,0.19,0.61,0.00609,True
fan,11/25/2025,1,1.8,0.29,0.99,0.0038,True
fan,11/25/2025,2,2.18,0.12,1.01,0.00333,True
fan,11/25/2025,3,1.61,0.44,0.9,0.00695,True
fan,11/25/2025,4,0.82,0.22,1.17,0.00865,True
fan,11/25/2025,5,1.21,0.11,1.18,0.0004,True
fan,11/25/2025,6,3.49,0.27,0.04,0.005,True
fan,11/25/2025,7,3.03,0.43,1.28,0.00484,True
fan,11/25/2025,8,0.42,0.17,0.93,0.00628,True
fan,11/25/2025,9,4.57,0.4,0.3,0.00463,True
fan,11/25/2025,10,0.69,0.35,1.52,0.00969,True
fan,11/25/2025,11,3.31,0.36,1.73,0.00287,True
fan,11/25/2025,12,1.09,0.44,0.35,0.00851,True
fan,11/25/2025,13,3.27,0.11,1.07,0.0006,True
fan,11/25/2025,14,4.82,0.37,0.8,0.00424,True
fan,11/25/2025,15,4.9,0.32,0.5,0.00278,True
fan,11/25/2025,16,4.87,0.48,0.46,0.00974,True
fan,11/25/2025,17,3.01,0.39,1.98,0.00256,True
fan,11/25/2025,18,0.39,0.03,1.44,0.00434,True
fan,11/25/2025,19,3.18,0.09,0.92,0.00619,True
fan,11/25/2025,20,2.02,0.04,1.25,0.00282,True
fan,11/25/2025,21,3.49,0.02,1.33,0.00593,True
fan,11/25/2025,22,1.55,0.2,1.84,0.00188,True
fan,11/25/2025,23,3.06,0.01,1.0,0.00791,True
fan,11/24/2025,0,0.71,0.05,1.02,0.0006,True
fan,11/24/2025,1,0.96,0.42,0.82,0.00687,True
fan,11/24/2025,2,2.99,0.41,0.1,0.0041,True
fan,11/24/2025,3,4.28,0.36,1.76,0.00285,True
fan,11/24/2025,4,1.19,0.19,1.7,0.0061,True
fan,11/24/2025,5,0.56,0.08,0.94,0.00967,True
fan,11/24/2025,6,4.7,0.19,0.52,0.00671,True
fan,11/24/2025,7,1.44,0.19,0.5,0.00072,True
fan,11/24/2025,8,0.58,0.42,1.68,0.00567,True
fan,11/24/2025,9,2.73,0.18,1.14,0.00622,True
fan,11/24/2025,10,1.33,0.05,0.86,0.00017,True
fan,11/24/2025,11,3.61,0.35,0.58,0.00179,True
fan,11/24/2025,12,0.8,0.16,1.26,0.00544,True
fan,11/24/2025,13,4.73,0.48,0.12,0.00066,True
fan,11/24/2025,14,0.65,0.05,0.93,0.00578,True
fan,11/24/2025,15,2.45,0.45,1.53,0.00073,True
fan,11/24/2025,16,1.56,0.39,1.83,0.00624,True
fan,11/24/2025,17,2.8,0.17,0.04,8e-05,True
fan,11/24/2025,18,1.14,0.27,0.45,0.00658,True
fan,11/24/2025,19,0.53,0.3,0.99,0.00746,True
fan,11/24/2025,20,1.6,0.35,0.85,0.00972,True
fan,11/24/2025,21,4.53,0.27,0.01,0.00072,True
fan,11/24/2025,22,1.46,0.06,0.9,0.00358,True
fan,11/24/2025,23,4.09,0.12,0.96,0.00177,True
fan,11/23/2025,0,3.66,0.47,0.56,0.00759,True
fan,11/23/2025,1,3.34,0.1,0.77,0.00578,True
fan,11/23/2025,2,1.3,0.49,1.08,0.00144,True
fan,11/23/2025,3,0.38,0.11,1.99,0.00942,True
fan,11/23/2025,4,2.67,0.22,0.77,0.00822,True
fan,11/23/2025,5,2.3,0.21,0.86,0.00851,True
fan,11/23/2025,6,3.81,0.2,0.38,0.0053,True
fan,11/23/2025,7,1.34,0.34,1.04,0.00028,True
fan,11/23/2025,8,2.54,0.26,0.39,0.00961,True
fan,11/23/2025,9,3.43,0.02,1.04,0.00513,True
fan,11/23/2025,10,1.44,0.26,0.03,0.00296,True
fan,11/23/2025,11,3.13,0.4,0.97,0.00403,True
fan,11/23/2025,12,0.4,0.31,0.59,0.00955,True
fan,11/23/2025,13,0.91,0.25,0.9,0.00486,True
fan,11/23/2025,14,1.6,0.2,0.82,0.00987,True
fan,11/23/2025,15,0.58,0.37,0.5,0.00223,True
fan,11/23/2025,16,0.07,0.23,1.79,0.00334,True
fan,11/23/2025,17,4.93,0.07,0.76,0.00847,True
fan,11/23/2025,18,2.93,0.36,2.0,0.00385,True
fan,11/23/2025,19,0.71,0.31,0.91,0.00932,True
fan,11/23/2025,20,2.56,0.42,0.45,0.00722,True
fan,11/23/2025,21,2.58,0.02,1.02,0.00615,True
fan,11/23/2025,22,1.84,0.29,0.9,0.00399,True
fan,11/23/2025,23,4.29,0.18,0.01,0.00281,True
fan,11/22/2025,0,4.35,0.2,0.27,0.00245,True
fan,11/22/2025,1,2.66,0.14,1.78,0.00672,True
fan,11/22/2025,2,0.62,0.31,0.14,0.00963,True
fan,11/22/2025,3,0.71,0.38,1.94,0.00965,True
fan,11/22/2025,4,0.16,0.0,0.36,0.00671,True
fan,11/22/2025,5,1.24,0.23,1.17,0.00782,True
fan,11/22/2025,6,4.32,0.22,1.51,0.00716,True
fan,11/22/2025,7,3.49,0.22,1.29,0.00719,True
fan,11/22/2025,8,4.66,0.07,0.67,0.00484,True
fan,11/22/2025,9,0.45,0.42,0.13,0.00752,True
fan,11/22/2025,10,0.44,0.11,0.23,0.0065,True
fan,11/22/2025,11,4.04,0.2,0.23,0.00878,True
fan,11/22/2025,12,0.9,0.35,0.2,0.00858,True
fan,11/22/2025,13,4.56,0.42,0.19,0.00179,True
fan,11/22/2025,14,1.72,0.24,0.46,0.00715,True
fan,11/22/2025,15,3.8,0.07,0.98,0.00856,True
fan,11/22/2025,16,1.07,0.1,0.14,0.00962,True
fan,11/22/2025,17,1.21,0.03,1.27,0.00632,True
fan,11/22/2025,18,2.62,0.23,1.44,0.00163,True
fan,11/22/2025,19,3.99,0.17,0.72,0.00702,True
fan,11/22/2025,20,2.99,0.17,0.16,0.00261,True
fan,11/22/2025,21,2.57,0.23,0.18,0.00176,True
fan,11/22/2025,22,3.28,0.26,1.28,0.00403,True
fan,11/22/2025,23,3.01,0.32,1.05,0.00126,True
fan,11/21/2025,0,4.32,0.25,0.94,0.00147,True
fan,11/21/2025,1,0.7,0.4,1.47,0.002,True
fan,11/21/2025,2,1.1,0.49,0.01,0.00661,True
fan,11/21/2025,3,2.02,0.07,0.31,0.00683,True
fan,11/21/2025,4,4.43,0.18,1.18,0.0044,True
fan,11/21/2025,5,3.0,0.21,1.99,0.00778,True
fan,11/21/2025,6,0.34,0.1,0.67,0.008,True
fan,11/21/2025,7,2.65,0.32,1.25,0.00365,True
fan,11/21/2025,8,1.38,0.44,1.44,0.00414,True
fan,11/21/2025,9,4.17,0.34,0.16,0.00342,True
fan,11/21/2025,10,2.88,0.28,1.36,0.00893,True
fan,11/21/2025,11,0.73,0.33,0.86,0.00347,True
fan,11/21/2025,12,1.06,0.15,1.81,0.00097,True
fan,11/21/2025,13,2.77,0.04,0.94,0.00593,True
fan,11/21/2025,14,4.61,0.14,1.96,0.00499,True
fan,11/21/2025,15,1.05,0.24,0.78,0.00527,True
fan,11/21/2025,16,2.24,0.13,0.52,0.00521,True
fan,11/21/2025,17,4.82,0.31,0.25,0.00091,True
fan,11/21/2025,18,0.84,0.49,0.06,0.00806,True
fan,11/21/2025,19,2.67,0.5,0.67,0.00884,True
fan,11/21/2025,20,4.33,0.43,1.93,0.00173,True
fan,11/21/2025,21,4.75,0.22,0.99,0.00644,True
fan,11/21/2025,22,1.83,0.49,0.66,0.00903,True
fan,11/21/2025,23,3.68,0.42,1.49,0.00976,True
fan,11/20/2025,0,2.91,0.34,1.14,0.00653,True
fan,11/20/2025,1,2.17,0.27,0.11,0.00677,True
fan,11/20/2025,2,0.41,0.06,1.38,0.00507,True
fan,11/20/2025,3,1.75,0.27,1.57,0.00412,True
fan,11/20/2025,4,2.54,0.32,0.98,0.00982,True
fan,11/20/2025,5,2.3,0.45,0.46,0.00609,True
fan,11/20/2025,6,0.18,0.33,1.31,0.00759,True
fan,11/20/2025,7,1.44,0.29,0.01,0.0078,True
fan,11/20/2025,8,3.11,0.45,1.6,0.00026,True
fan,11/20/2025,9,1.65,0.45,0.48,0.00734,True
fan,11/20/2025,10,3.09,0.21,0.77,0.00406,True
fan,11/20/2025,11,1.66,0.48,1.03,0.00742,True
fan,11/20/2025,12,0.36,0.05,1.92,0.00856,True
fan,11/20/2025,13,0.55,0.03,1.46,0.00935,True
fan,11/20/2025,14,3.93,0.19,0.76,0.00012,True
fan,11/20/2025,15,0.73,0.01,1.71,0.00737,True
fan,11/20/2025,16,1.17,0.31,1.67,0.00271,True
fan,11/20/2025,17,1.9,0.4,1.3,0.00728,True
fan,11/20/2025,18,3.59,0.14,1.42,0.00617,True
fan,11/20/2025,19,1.13,0.36,0.22,0.00096,True
fan,11/20/2025,20,4.92,0.17,1.21,0.00479,True
fan,11/20/2025,21,4.37,0.25,1.04,0.00682,True
fan,11/20/2025,22,3.69,0.02,1.23,0.00205,True
fan,11/20/2025,23,4.16,0.45,0.48,0.00659,True
fan,11/19/2025,0,4.45,0.4,0.29,0.00938,True
fan,11/19/2025,1,1.48,0.46,0.77,0.0034,True
fan,11/19/2025,2,3.4,0.41,0.09,0.00061,True
fan,11/19/2025,3,2.38,0.39,0.08,0.00311,True
fan,11/19/2025,4,3.78,0.19,1.75,0.00919,True
fan,11/19/2025,5,2.74,0.19,0.24,0.00739,True
fan,11/19/2025,6,3.34,0.45,1.13,0.00185,True
fan,11/19/2025,7,0.91,0.35,1.09,0.00313,True
fan,11/19/2025,8,2.73,0.34,1.13,0.00856,True
fan,11/19/2025,9,0.84,0.21,1.84,0.00474,True
fan,11/19/2025,10,4.79,0.27,1.9,0.00063,True
fan,11/19/2025,11,0.49,0.2,1.91,0.00498,True
fan,11/19/2025,12,1.66,0.01,0.08,0.00837,True
fan,11/19/2025,13,0.69,0.35,1.18,0.00846,True
fan,11/19/2025,14,3.31,0.1,0.12,0.00455,True
fan,11/19/2025,15,2.36,0.3,0.17,0.00396,True
fan,11/19/2025,16,2.74,0.4,0.96,0.00961,True
fan,11/19/2025,17,2.44,0.36,1.01,0.00261,True
fan,11/19/2025,18,3.7,0.42,0.05,0.00436,True
fan,11/19/2025,19,2.47,0.44,0.42,0.00531,True
fan,11/19/2025,20,1.95,0.26,0.54,0.00109,True
fan,11/19/2025,21,1.55,0.45,1.3,0.00479,True
fan,11/19/2025,22,4.38,0.16,1.51,0.00665,True
fan,11/19/2025,23,0.64,0.38,0.73,0.00498,True
fan,11/18/2025,0,2.01,0.09,0.13,0.00175,True
fan,11/18/2025,1,0.99,0.42,0.22,0.00022,True
fan,11/18/2025,2,2.91,0.36,1.39,0.00654,True
fan,11/18/2025,3,3.43,0.31,0.73,0.00658,True
fan,11/18/2025,4,2.65,0.33,0.44,0.00262,True
fan,11/18/2025,5,4.33,0.08,0.61,0.00507,True
fan,11/18/2025,6,2.52,0.46,0.94,0.00026,True
fan,11/18/2025,7,1.21,0.07,1.46,0.00588,True
fan,11/18/2025,8,0.05,0.05,0.81,0.00668,True
fan,11/18/2025,9,1.77,0.06,0.41,0.00717,True
fan,11/18/2025,10,4.8,0.18,1.34,0.00197,True
fan,11/18/2025,11,0.56,0.34,1.27,0.00186,True
fan,11/18/2025,12,2.8,0.12,1.45,0.00398,True
fan,11/18/2025,13,1.23,0.1,1.17,0.002,True
fan,11/18/2025,14,3.54,0.2,1.13,0.00668,True
fan,11/18/2025,15,0.65,0.17,0.94,0.00715,True
fan,11/18/2025,16,2.68,0.02,0.46,0.0043,True
fan,11/18/2025,17,4.41,0.31,0.98,0.00492,True
fan,11/18/2025,18,2.24,0.1,1.71,0.00333,True
fan,11/18/2025,19,3.9,0.33,0.1,0.00109,True
fan,11/18/2025,20,4.87,0.19,1.97,0.00834,True
fan,11/18/2025,21,3.19,0.22,1.4,0.00188,True
fan,11/18/2025,22,4.32,0.07,0.8,0.00935,True
fan,11/18/2025,23,0.09,0.03,0.64,0.00538,True
fan,11/17/2025,0,3.51,0.44,0.32,0.00864,True
fan,11/17/2025,1,4.21,0.04,1.0,0.00893,True
fan,11/17/2025,2,3.76,0.4,0.23,0.00388,True
fan,11/17/2025,3,2.34,0.3,0.61,0.00042,True
fan,11/17/2025,4,3.56,0.42,1.02,0.00863,True
fan,11/17/2025,5,3.73,0.13,0.0,0.00801,True
fan,11/17/2025,6,2.81,0.14,1.53,0.00924,True
fan,11/17/2025,7,0.5,0.44,0.46,0.00709,True
fan,11/17/2025,8,1.62,0.28,0.5,0.00314,True
fan,11/17/2025,9,4.75,0.18,1.33,0.00393,True
fan,11/17/2025,10,0.23,0.09,1.57,0.00432,True
fan,11/17/2025,11,1.12,0.43,1.86,0.00855,True
fan,11/17/2025,12,2.57,0.38,0.33,0.00064,True
fan,11/17/2025,13,3.94,0.02,0.1,0.00269,True
fan,11/17/2025,14,2.74,0.31,1.17,0.00714,True
fan,11/17/2025,15,2.0,0.42,1.4,0.00913,True
fan,11/17/2025,16,3.85,0.27,1.55,0.00445,True
fan,11/17/2025,17,2.14,0.16,0.83,0.0025,True
fan,11/17/2025,18,2.82,0.19,0.54,0.00339,True
fan,11/17/2025,19,0.13,0.24,1.36,0.00752,True
fan,11/17/2025,20,3.01,0.28,0.05,0.00038,True
fan,11/17/2025,21,4.38,0.12,1.39,0.00756,True
fan,11/17/2025,22,1.84,0.15,0.8,0.00084,True
fan,11/17/2025,23,1.61,0.32,1.24,0.00739,True
fan,11/16/2025,0,2.26,0.3,0.33,0.0003,True
fan,11/16/2025,1,1.39,0.08,0.95,0.00757,True
fan,11/16/2025,2,4.3,0.36,1.26,0.00655,True
fan,11/16/2025,3,4.63,0.38,1.53,0.00413,True
fan,11/16/2025,4,3.47,0.41,0.61,0.00196,True
fan,11/16/2025,5,1.36,0.29,0.51,0.00093,True
fan,11/16/2025,6,4.89,0.27,0.2,0.00697,True
fan,11/16/2025,7,4.18,0.42,0.08,0.00705,True
fan,11/16/2025,8,2.99,0.16,0.15,0.00784,True
fan,11/16/2025,9,1.06,0.2,1.72,0.00151,True
fan,11/16/2025,10,4.11,0.24,0.33,0.00456,True
fan,11/16/2025,11,3.03,0.08,1.05,0.0016,True
fan,11/16/2025,12,2.12,0.29,1.28,0.00779,True
fan,11/16/2025,13,1.61,0.18,1.53,0.00608,True
fan,11/16/2025,14,1.79,0.43,1.15,0.00436,True
fan,11/16/2025,15,4.38,0.29,1.28,0.00203,True
fan,11/16/2025,16,2.56,0.3,0.15,0.00875,True
fan,11/16/2025,17,2.93,0.37,1.59,0.00312,True
fan,11/16/2025,18,3.83,0.11,0.62,0.00533,True
fan,11/16/2025,19,0.13,0.43,1.19,0.00379,True
fan,11/16/2025,20,1.66,0.34,0.55,0.00357,True
fan,11/16/2025,21,2.5,0.17,1.62,0.00987,True
fan,11/16/2025,22,0.39,0.42,0.33,0.00163,True
fan,11/16/2025,23,1.65,0.1,0.1,0.0052,True
fan,11/15/2025,0,2.76,0.12,0.44,0.00785,True
fan,11/15/2025,1,1.43,0.15,1.63,0.00845,True
fan,11/15/2025,2,4.6,0.17,1.56,0.00745,True
fan,11/15/2025,3,3.6,0.01,0.05,0.00228,True
fan,11/15/2025,4,2.79,0.13,0.66,0.00593,True
fan,11/15/2025,5,4.49,0.24,1.89,0.00643,True
fan,11/15/2025,6,2.78,0.1,0.84,0.00443,True
fan,11/15/2025,7,0.17,0.06,1.13,0.00298,True
fan,11/15/2025,8,0.61,0.47,0.47,0.0056,True
fan,11/15/2025,9,0.54,0.06,0.26,0.00281,True
fan,11/15/2025,10,1.35,0.15,0.96,0.00934,True
fan,11/15/2025,11,4.13,0.46,0.63,0.00706,True
fan,11/15/2025,12,2.33,0.01,0.08,0.00663,True
fan,11/15/2025,13,0.51,0.33,0.65,0.00903,True
fan,11/15/2025,14,0.59,0.1,0.76,0.00838,True
fan,11/15/2025,15,4.54,0.49,0.03,0.00591,True
fan,11/15/2025,16,1.22,0.15,0.22,0.00897,True
fan,11/15/2025,17,0.53,0.17,0.5,0.00936,True
fan,11/15/2025,18,0.22,0.14,1.78,0.00313,True
fan,11/15/2025,19,1.01,0.08,0.32,0.00927,True
fan,11/15/2025,20,3.21,0.24,0.7,0.00777,True
fan,11/15/2025,21,2.4,0.18,1.24,0.00348,True
fan,11/15/2025,22,0.37,0.19,1.91,0.00529,True
fan,11/15/2025,23,1.64,0.19,0.21,0.00667,True
fan,11/14/2025,0,2.49,0.35,0.99,0.00251,True
fan,11/14/2025,1,1.19,0.18,0.74,0.00682,True
fan,11/14/2025,2,1.71,0.44,0.66,0.00415,True
fan,11/14/2025,3,1.19,0.23,1.53,0.00274,True
fan,11/14/2025,4,1.31,0.2,0.31,0.00738,True
fan,11/14/2025,5,2.18,0.26,0.46,0.00649,True
fan,11/14/2025,6,0.37,0.03,1.66,0.00114,True
fan,11/14/2025,7,0.35,0.13,1.22,0.00308,True
fan,11/14/2025,8,1.11,0.02,0.29,0.00756,True
fan,11/14/2025,9,3.94,0.32,0.7,0.00612,True
fan,11/14/2025,10,2.92,0.37,0.22,0.00396,True
fan,11/14/2025,11,2.3,0.28,1.42,0.00961,True
fan,11/14/2025,12,0.45,0.02,0.7,0.00969,True
fan,11/14/2025,13,0.24,0.31,0.79,0.00387,True
fan,11/14/2025,14,3.3,0.09,0.45,0.00159,True
fan,11/14/2025,15,3.74,0.44,1.32,0.00759,True
fan,11/14/2025,16,0.78,0.0,1.65,0.00462,True
fan,11/14/2025,17,2.06,0.37,0.09,0.00481,True
fan,11/14/2025,18,1.01,0.42,0.88,0.00151,True
fan,11/14/2025,19,3.43,0.0,1.95,0.00321,True
fan,11/14/2025,20,3.44,0.46,0.37,0.00999,True
fan,11/14/2025,21,1.02,0.27,0.47,0.00283,True
fan,11/14/2025,22,4.15,0.33,0.96,0.00547,True
fan,11/14/2025,23,4.86,0.39,1.19,0.00467,True
fan,11/13/2025,0,4.41,0.42,0.01,0.00245,True
fan,11/13/2025,1,1.34,0.5,0.29,0.00831,True
fan,11/13/2025,2,1.83,0.49,0.68,0.00034,True
fan,11/13/2025,3,0.92,0.41,1.47,0.00836,True
fan,11/13/2025,4,0.49,0.03,1.21,0.00767,True
fan,11/13/2025,5,4.42,0.48,0.15,0.00414,True
fan,11/13/2025,6,2.21,0.45,1.44,0.00636,True
fan,11/13/2025,7,2.45,0.25,1.74,0.00452,True
